,file_name,class,size
21018,1344.txt,car,9694
21019,1344.txt,car,1102
21020,1344.txt,car,391
21021,1345.txt,per,4332
21022,1345.txt,car,144000
21023,1345.txt,car,7104
21024,1345.txt,car,1496
21025,1345.txt,car,513
21026,1346.txt,per,3696
21027,1346.txt,car,2080
21028,1346.txt,car,638
21029,1346.txt,car,4860
21030,1346.txt,car,94570
21031,1347.txt,per,1938
21032,1347.txt,car,40977
21033,1347.txt,car,3195
21034,1347.txt,car,2880
21035,1347.txt,car,484
21036,1348.txt,car,3551
21037,1348.txt,car,294
21038,1348.txt,car,1998
21039,1348.txt,car,20048
21040,1348.txt,car,10362
21041,1348.txt,per,490
21042,1349.txt,car,3604
21043,1349.txt,car,1218
21044,1349.txt,car,11352
21045,135.txt,car,1032
21046,135.txt,car,1364
21047,135.txt,car,621
21048,135.txt,car,91083
21049,1350.txt,car,2976
21050,1350.txt,car,6969
21051,1350.txt,car,792
21052,1351.txt,per,2610
21053,1351.txt,car,2173
21054,1351.txt,car,4104
21055,1351.txt,car,513
21056,1352.txt,per,585
21057,1352.txt,car,1656
21058,1352.txt,car,2898
21059,1352.txt,car,391
21060,1352.txt,per,330
21061,1352.txt,car,1110
21062,1353.txt,per,207
21063,1353.txt,car,1364
21064,1353.txt,car,2132
21065,1353.txt,car,304
21066,1353.txt,car,1215
21067,1354.txt,car,4968
21068,1354.txt,car,5060
21069,1354.txt,car,2240
21070,1354.txt,car,1435
21071,1354.txt,car,181
21072,1354.txt,car,1008
21073,1354.txt,car,920
21074,1355.txt,car,21114
21075,1355.txt,car,1508
21076,1355.txt,car,1100
21077,1355.txt,car,414
21078,1355.txt,car,308
21079,1355.txt,car,1085
21080,1355.txt,car,850
21081,1355.txt,car,918
21082,1356.txt,car,1350
21083,1356.txt,car,19623
21084,1356.txt,car,1537
21085,1356.txt,car,1653
21086,1356.txt,car,770
21087,1356.txt,car,868
21088,1356.txt,car,720
21089,1357.txt,car,760
21090,1357.txt,car,667
21091,1357.txt,car,864
21092,1357.txt,car,180
21093,1357.txt,car,680
21094,1357.txt,tru,3500
21095,1357.txt,car,1178
21096,1357.txt,car,17085
21097,1358.txt,car,510
21098,1358.txt,car,667
21099,1358.txt,car,648
21100,1358.txt,car,665
21101,1358.txt,car,1682
21102,1358.txt,car,435
21103,1359.txt,car,18720
21104,1359.txt,tru,3919
21105,1359.txt,car,621
21106,1359.txt,car,567
21107,136.txt,car,58960
21108,136.txt,car,1195
21109,136.txt,car,1564
21110,136.txt,car,644
21111,1360.txt,car,525
21112,1360.txt,car,528
21113,1360.txt,car,1008
21114,1360.txt,tru,12056
21115,1360.txt,car,6840
21116,1360.txt,tru,560
21117,1361.txt,car,17145
21118,1361.txt,car,1836
21119,1361.txt,car,437
21120,1361.txt,car,504
21121,1361.txt,car,520
21122,1362.txt,car,6215
21123,1362.txt,car,1350
21124,1362.txt,car,460
21125,1362.txt,car,567
21126,1363.txt,car,2485
21127,1363.txt,car,600
21128,1363.txt,car,294
21129,1363.txt,car,528
21130,1363.txt,car,594
21131,1364.txt,mot,1656
21132,1364.txt,car,1484
21133,1364.txt,car,345
21134,1364.txt,car,176
21135,1364.txt,car,483
21136,1364.txt,car,616
21137,1364.txt,per,532
21138,1365.txt,car,690
21139,1365.txt,car,550
21140,1365.txt,per,516
21141,1366.txt,car,690
21142,1366.txt,car,616
21143,1366.txt,car,2660
21144,1367.txt,car,720
21145,1367.txt,car,672
21146,1367.txt,car,1972
21147,1367.txt,car,315
21148,1368.txt,car,744
21149,1368.txt,car,700
21150,1368.txt,car,298
21151,1369.txt,car,2508
21152,1369.txt,car,857
21153,1369.txt,car,720
21154,137.txt,car,31312
21155,137.txt,car,1273
21156,137.txt,car,1632
21157,137.txt,car,594
21158,1370.txt,car,736
21159,1370.txt,car,1044
21160,1370.txt,car,374
21161,1371.txt,car,5088
21162,1371.txt,car,1496
21163,1371.txt,car,744
21164,1372.txt,car,744
21165,1372.txt,car,2080
21166,1372.txt,car,760
21167,1372.txt,car,5586
21168,1373.txt,car,744
21169,1373.txt,car,3184
21170,1373.txt,car,3760
21171,1374.txt,car,690
21172,1374.txt,car,5368
21173,1375.txt,car,744
21174,1375.txt,car,11172
21175,1376.txt,car,744
21176,1376.txt,car,32387
21177,1377.txt,car,113208
21178,1377.txt,car,744
21179,1378.txt,car,713
21180,1379.txt,car,768
21181,138.txt,car,1400
21182,138.txt,car,1961
21183,138.txt,car,672
21184,1380.txt,car,109295
21185,1380.txt,car,744
21186,1380.txt,tru,26462
21187,1381.txt,car,4898
21188,1381.txt,car,74572
21189,1381.txt,car,4523
21190,1381.txt,car,744
21191,1382.txt,car,1848
21192,1382.txt,car,16168
21193,1382.txt,tru,2412
21194,1382.txt,car,2150
21195,1382.txt,car,702
21196,1382.txt,car,744
21197,1382.txt,car,252
21198,1382.txt,per,1224
21199,1383.txt,car,20272
21200,1383.txt,car,1785
21201,1383.txt,car,759
21202,1383.txt,car,300
21203,1384.txt,car,20663
21204,1384.txt,car,18974
21205,1384.txt,car,1850
21206,1384.txt,car,572
21207,1384.txt,car,720
21208,1384.txt,car,330
21209,1384.txt,cyc,1020
21210,1384.txt,per,333
21211,1385.txt,car,28034
21212,1385.txt,mot,713
21213,1385.txt,car,9636
21214,1385.txt,car,2655
21215,1385.txt,car,528
21216,1385.txt,car,240
21217,1385.txt,car,720
21218,1385.txt,car,391
21219,1385.txt,car,3010
21220,1385.txt,mot,3570
21221,1385.txt,per,410
21222,1385.txt,per,1368
21223,1385.txt,per,518
21224,1386.txt,mot,3024
21225,1386.txt,car,3740
21226,1386.txt,car,1904
21227,1386.txt,car,918
21228,1386.txt,car,240
21229,1386.txt,car,744
21230,1386.txt,car,494
21231,1386.txt,car,2349
21232,1387.txt,car,2484
21233,1387.txt,car,1178
21234,1387.txt,car,1368
21235,1387.txt,car,648
21236,1387.txt,mot,925
21237,1387.txt,car,1117
21238,1387.txt,car,704
21239,1387.txt,car,342
21240,1387.txt,car,744
21241,1387.txt,car,609
21242,1387.txt,car,882
21243,1388.txt,tru,5822
21244,1388.txt,car,2556
21245,1388.txt,mot,391
21246,1388.txt,car,493
21247,1388.txt,car,330
21248,1388.txt,car,660
21249,1388.txt,car,672
21250,1388.txt,car,16744
21251,1388.txt,bus,38780
21252,1388.txt,car,1748
21253,1389.txt,per,2070
21254,1389.txt,per,2200
21255,1389.txt,per,1320
21256,1389.txt,per,780
21257,1389.txt,car,1887
21258,1389.txt,tru,25676
21259,1389.txt,car,1175
21260,1389.txt,bus,5452
21261,1389.txt,car,1316
21262,1389.txt,car,792
21263,1389.txt,car,638
21264,1389.txt,car,272
21265,1389.txt,car,1219
21266,1389.txt,tru,4560
21267,1389.txt,mot,2369
21268,139.txt,car,1428
21269,139.txt,car,2301
21270,139.txt,car,696
21271,139.txt,tru,1505
21272,1390.txt,per,1448
21273,1390.txt,tru,2856
21274,1390.txt,per,410
21275,1390.txt,car,14484
21276,1390.txt,car,23533
21277,1390.txt,tru,2408
21278,1390.txt,bus,1408
21279,1390.txt,car,925
21280,1390.txt,car,644
21281,1391.txt,cyc,5376
21282,1391.txt,cyc,3135
21283,1391.txt,per,490
21284,1391.txt,car,588
21285,1391.txt,car,1064
21286,1391.txt,car,3160
21287,1391.txt,car,12284
21288,1391.txt,bus,37668
21289,1391.txt,car,22040
21290,1391.txt,car,11154
21291,1391.txt,tru,552
21292,1392.txt,per,1299
21293,1392.txt,car,594
21294,1392.txt,car,1230
21295,1392.txt,car,851
21296,1392.txt,car,2176
21297,1392.txt,car,6213
21298,1392.txt,bus,6450
21299,1392.txt,car,37250
21300,1392.txt,mot,1320
21301,1393.txt,per,290
21302,1393.txt,car,594
21303,1393.txt,car,1536
21304,1393.txt,car,342
21305,1393.txt,car,504
21306,1393.txt,car,1344
21307,1393.txt,bus,2145
21308,1393.txt,car,5225
21309,1393.txt,car,748
21310,1393.txt,car,2520
21311,1393.txt,car,29282
21312,1393.txt,tru,9384
21313,1394.txt,per,4309
21314,1394.txt,per,3770
21315,1394.txt,per,3520
21316,1394.txt,per,2240
21317,1394.txt,per,2117
21318,1394.txt,per,2444
21319,1394.txt,per,1575
21320,1394.txt,per,1168
21321,1394.txt,car,567
21322,1394.txt,car,1980
21323,1394.txt,car,414
21324,1394.txt,car,1364
21325,1394.txt,car,4005
21326,1394.txt,car,24624
21327,1394.txt,car,15480
21328,1394.txt,per,1280
21329,1395.txt,per,1332
21330,1395.txt,per,623
21331,1395.txt,per,510
21332,1395.txt,per,572
21333,1395.txt,per,308
21334,1395.txt,per,222
21335,1395.txt,per,675
21336,1395.txt,car,10692
21337,1395.txt,car,13604
21338,1395.txt,car,3936
21339,1395.txt,car,2560
21340,1395.txt,car,546
21341,1395.txt,car,480
21342,1396.txt,car,17168
21343,1396.txt,car,3180
21344,1396.txt,per,440
21345,1396.txt,car,540
21346,1396.txt,car,682
21347,1396.txt,car,3285
21348,1396.txt,car,2100
21349,1396.txt,car,12640
21350,1396.txt,tru,4290
21351,1396.txt,car,3086
21352,1396.txt,car,19044
21353,1397.txt,car,10880
21354,1397.txt,car,2310
21355,1397.txt,car,1680
21356,1397.txt,car,7155
21357,1397.txt,car,572
21358,1397.txt,car,909
21359,1397.txt,car,4523
21360,1397.txt,car,2028
21361,1397.txt,car,6496
21362,1397.txt,car,2907
21363,1397.txt,tru,46008
21364,1397.txt,cyc,1495
21365,1398.txt,car,8509
21366,1398.txt,car,20448
21367,1398.txt,car,1824
21368,1398.txt,car,1296
21369,1398.txt,car,2523
21370,1398.txt,car,520
21371,1398.txt,car,1131
21372,1398.txt,car,5757
21373,1398.txt,tru,6866
21374,1398.txt,bus,8643
21375,1398.txt,car,32096
21376,1398.txt,car,4539
21377,1399.txt,per,11907
21378,1399.txt,car,49209
21379,1399.txt,car,10640
21380,1399.txt,car,3735
21381,1399.txt,car,744
21382,1399.txt,car,1083
21383,1399.txt,car,14601
21384,1399.txt,car,18630
21385,1399.txt,car,2952
21386,1399.txt,car,9100
21387,1399.txt,car,4003
21388,1399.txt,tru,6844
21389,1399.txt,car,1395
21390,1399.txt,car,567
21391,14.txt,car,252
21392,14.txt,tru,8560
21393,140.txt,car,1530
21394,140.txt,car,3036
21395,140.txt,car,750
21396,140.txt,tru,612
21397,1400.txt,car,14742
21398,1400.txt,car,2820
21399,1400.txt,car,6048
21400,1400.txt,per,684
21401,1400.txt,car,875
21402,1400.txt,car,378
21403,1400.txt,car,672
21404,1400.txt,car,560
21405,1400.txt,car,1785
21406,1400.txt,car,17484
21407,1400.txt,car,13944
21408,1400.txt,car,5814
21409,1400.txt,car,7104
21410,1401.txt,per,4182
21411,1401.txt,per,990
21412,1401.txt,per,692
21413,1401.txt,car,2880
21414,1401.txt,car,675
21415,1401.txt,car,1320
21416,1401.txt,per,186
21417,1401.txt,car,16059
21418,1401.txt,car,48664
21419,1401.txt,car,1961
21420,1401.txt,car,727
21421,1401.txt,car,2262
21422,1401.txt,car,415
21423,1401.txt,car,588
21424,1401.txt,car,4263
21425,1402.txt,per,4059
21426,1402.txt,per,1330
21427,1402.txt,per,708
21428,1402.txt,car,103675
21429,1402.txt,car,3040
21430,1402.txt,car,1824
21431,1402.txt,car,2856
21432,1402.txt,car,288
21433,1402.txt,car,567
21434,1402.txt,per,115
21435,1402.txt,car,532
21436,1402.txt,car,880
21437,1402.txt,car,162
21438,1403.txt,mot,9373
21439,1403.txt,per,2184
21440,1403.txt,per,1690
21441,1403.txt,car,12760
21442,1403.txt,car,3040
21443,1403.txt,car,2988
21444,1403.txt,car,960
21445,1403.txt,car,4263
21446,1403.txt,car,323
21447,1403.txt,car,644
21448,1403.txt,car,432
21449,1403.txt,car,336
21450,1404.txt,cyc,2856
21451,1404.txt,cyc,3705
21452,1404.txt,per,630
21453,1404.txt,per,240
21454,1404.txt,mot,1443
21455,1404.txt,car,33142
21456,1404.txt,bus,5559
21457,1404.txt,tru,3834
21458,1404.txt,car,2100
21459,1404.txt,car,6720
21460,1404.txt,car,360
21461,1404.txt,car,667
21462,1404.txt,per,528
21463,1404.txt,per,2325
21464,1405.txt,per,4500
21465,1405.txt,per,1195
21466,1405.txt,cyc,1080
21467,1405.txt,cyc,912
21468,1405.txt,car,6832
21469,1405.txt,tru,13175
21470,1405.txt,car,4256
21471,1405.txt,car,13137
21472,1405.txt,car,667
21473,1405.txt,car,437
21474,1406.txt,per,990
21475,1406.txt,per,288
21476,1406.txt,mot,3906
21477,1406.txt,car,744
21478,1406.txt,car,546
21479,1406.txt,car,990
21480,1406.txt,car,31070
21481,1406.txt,car,5100
21482,1407.txt,per,918
21483,1407.txt,per,455
21484,1407.txt,car,805
21485,1407.txt,car,672
21486,1407.txt,car,819
21487,1407.txt,car,760
21488,1407.txt,car,98086
21489,1407.txt,tru,25704
21490,1407.txt,car,2106
21491,1407.txt,mot,1170
21492,1408.txt,car,85248
21493,1408.txt,tru,9585
21494,1408.txt,mot,7920
21495,1408.txt,per,658
21496,1408.txt,per,252
21497,1408.txt,car,935
21498,1408.txt,car,883
21499,1408.txt,car,437
21500,1409.txt,per,696
21501,1409.txt,per,1280
21502,1409.txt,mot,1360
21503,1409.txt,car,1008
21504,1409.txt,car,1140
21505,1409.txt,tru,2480
21506,1409.txt,car,11310
21507,1409.txt,car,2142
21508,141.txt,car,1488
21509,141.txt,car,3821
21510,141.txt,car,864
21511,1410.txt,cyc,8800
21512,1410.txt,per,238
21513,1410.txt,per,330
21514,1410.txt,mot,360
21515,1410.txt,car,980
21516,1410.txt,car,1530
21517,1410.txt,tru,900
21518,1410.txt,car,1215
21519,1410.txt,car,2015
21520,1410.txt,car,2109
21521,1410.txt,car,5400
21522,1411.txt,cyc,738
21523,1411.txt,car,909
21524,1411.txt,car,2494
21525,1411.txt,car,1248
21526,1411.txt,car,883
21527,1411.txt,car,3116
21528,1411.txt,car,5775
21529,1411.txt,per,1846
21530,1411.txt,car,6264
21531,1412.txt,per,2496
21532,1412.txt,per,518
21533,1412.txt,car,8943
21534,1412.txt,car,13940
21535,1412.txt,car,13629
21536,1412.txt,car,798
21537,1412.txt,car,4235
21538,1412.txt,car,972
21539,1412.txt,per,1224
21540,1413.txt,per,900
21541,1413.txt,per,846
21542,1413.txt,car,945
21543,1413.txt,car,320
21544,1413.txt,car,9600
21545,1413.txt,car,11715
21546,1413.txt,car,11100
21547,1413.txt,car,6161
21548,1413.txt,per,3616
21549,1414.txt,per,1860
21550,1414.txt,per,1180
21551,1414.txt,per,384
21552,1414.txt,per,216
21553,1414.txt,car,30084
21554,1414.txt,car,3444
21555,1414.txt,car,551
21556,1414.txt,car,1032
21557,1414.txt,car,414
21558,1414.txt,car,972
21559,1415.txt,per,3515
21560,1415.txt,per,795
21561,1415.txt,car,1036
21562,1415.txt,car,540
21563,1415.txt,car,513
21564,1415.txt,car,1056
21565,1415.txt,car,129000
21566,1415.txt,car,420
21567,1415.txt,car,817
21568,1415.txt,car,775
21569,1416.txt,per,2538
21570,1416.txt,per,1664
21571,1416.txt,per,1034
21572,1416.txt,car,1036
21573,1416.txt,car,792
21574,1416.txt,car,476
21575,1416.txt,car,1012
21576,1417.txt,car,50566
21577,1417.txt,per,2772
21578,1417.txt,per,1971
21579,1417.txt,per,2064
21580,1417.txt,per,385
21581,1417.txt,car,1073
21582,1417.txt,car,1189
21583,1417.txt,car,576
21584,1417.txt,car,3784
21585,1417.txt,per,624
21586,1417.txt,per,440
21587,1417.txt,per,336
21588,1417.txt,per,720
21589,1418.txt,per,2233
21590,1418.txt,per,2025
21591,1418.txt,per,990
21592,1418.txt,car,17548
21593,1418.txt,car,1036
21594,1418.txt,car,1700
21595,1419.txt,per,1771
21596,1419.txt,per,690
21597,1419.txt,per,420
21598,1419.txt,car,3922
21599,1419.txt,car,1073
21600,1419.txt,car,2665
21601,1419.txt,car,19201
21602,1419.txt,car,12750
21603,142.txt,car,1610
21604,142.txt,car,5546
21605,142.txt,car,831
21606,1420.txt,per,2156
21607,1420.txt,car,17399
21608,1420.txt,car,16032
21609,1420.txt,car,4399
21610,1420.txt,car,2052
21611,1420.txt,car,972
21612,1420.txt,car,1680
21613,1420.txt,mot,2253
21614,1421.txt,car,28368
21615,1421.txt,car,11780
21616,1421.txt,car,954
21617,1421.txt,car,909
21618,1421.txt,car,8662
21619,1421.txt,car,6844
21620,1421.txt,car,624
21621,1421.txt,car,2592
21622,1421.txt,mot,800
21623,1422.txt,car,7182
21624,1422.txt,car,2275
21625,1422.txt,car,935
21626,1422.txt,car,30080
21627,1422.txt,car,1131
21628,1422.txt,car,234
21629,1422.txt,car,2660
21630,1422.txt,car,4600
21631,1422.txt,car,1380
21632,1422.txt,car,363
21633,1423.txt,car,96397
21634,1423.txt,car,1740
21635,1423.txt,car,759
21636,1423.txt,car,875
21637,1423.txt,car,672
21638,1423.txt,car,525
21639,1423.txt,car,255
21640,1423.txt,car,1080
21641,1424.txt,per,588
21642,1424.txt,per,897
21643,1424.txt,per,779
21644,1424.txt,per,1386
21645,1424.txt,car,2088
21646,1424.txt,car,1144
21647,1424.txt,car,720
21648,1424.txt,car,680
21649,1424.txt,car,368
21650,1424.txt,car,875
21651,1424.txt,car,323
21652,1424.txt,car,330
21653,1424.txt,car,289
21654,1425.txt,per,2529
21655,1425.txt,per,418
21656,1425.txt,per,330
21657,1425.txt,per,270
21658,1425.txt,car,883
21659,1425.txt,car,391
21660,1425.txt,car,270
21661,1425.txt,car,924
21662,1425.txt,car,576
21663,1425.txt,car,490
21664,1425.txt,car,194
21665,1426.txt,per,868
21666,1426.txt,per,1104
21667,1426.txt,per,1180
21668,1426.txt,car,875
21669,1426.txt,car,500
21670,1427.txt,per,264
21671,1427.txt,car,883
21672,1427.txt,car,588
21673,1428.txt,car,25092
21674,1428.txt,car,850
21675,1428.txt,car,696
21676,1429.txt,car,9490
21677,1429.txt,car,825
21678,1429.txt,car,952
21679,143.txt,car,1520
21680,143.txt,car,8979
21681,143.txt,car,980
21682,1430.txt,per,1932
21683,1430.txt,per,1428
21684,1430.txt,car,2142
21685,1430.txt,per,290
21686,1430.txt,car,857
21687,1430.txt,car,1271
21688,1430.txt,car,2278
21689,1431.txt,per,1672
21690,1431.txt,per,1254
21691,1431.txt,per,518
21692,1431.txt,per,324
21693,1431.txt,car,735
21694,1431.txt,car,837
21695,1431.txt,car,1564
21696,1431.txt,car,714
21697,1431.txt,tru,256
21698,1432.txt,per,363
21699,1432.txt,per,624
21700,1432.txt,per,608
21701,1432.txt,car,2120
21702,1432.txt,car,857
21703,1432.txt,car,238
21704,1432.txt,car,360
21705,1432.txt,tru,342
21706,1432.txt,tru,4500
21707,1433.txt,cyc,3723
21708,1433.txt,per,1120
21709,1433.txt,per,279
21710,1433.txt,per,300
21711,1433.txt,tru,7076
21712,1433.txt,car,2562
21713,1433.txt,car,825
21714,1433.txt,car,246
21715,1433.txt,tru,399
21716,1433.txt,car,233
21717,1434.txt,car,3196
21718,1434.txt,tru,2736
21719,1434.txt,tru,529
21720,1434.txt,car,768
21721,1434.txt,car,300
21722,1435.txt,car,4510
21723,1435.txt,car,315
21724,1435.txt,car,792
21725,1435.txt,tru,899
21726,1435.txt,tru,875
21727,1436.txt,car,1296
21728,1436.txt,car,7560
21729,1436.txt,tru,1330
21730,1436.txt,car,768
21731,1436.txt,car,384
21732,1436.txt,tru,7200
21733,1437.txt,tru,4675
21734,1437.txt,car,14725
21735,1437.txt,tru,2475
21736,1437.txt,car,816
21737,1437.txt,car,352
21738,1438.txt,car,28470
21739,1438.txt,per,2886
21740,1438.txt,per,1173
21741,1438.txt,tru,5460
21742,1438.txt,car,800
21743,1438.txt,car,418
21744,1439.txt,per,870
21745,1439.txt,per,480
21746,1439.txt,tru,14892
21747,1439.txt,per,3840
21748,1439.txt,car,46426
21749,1439.txt,car,825
21750,1439.txt,car,368
21751,144.txt,car,17737
21752,144.txt,car,1140
21753,1440.txt,tru,73482
21754,1440.txt,car,58752
21755,1440.txt,car,768
21756,1440.txt,car,425
21757,1440.txt,tru,950
21758,1441.txt,tru,67106
21759,1441.txt,per,532
21760,1441.txt,per,408
21761,1441.txt,car,44444
21762,1441.txt,car,792
21763,1441.txt,car,450
21764,1442.txt,per,4030
21765,1442.txt,per,3712
21766,1442.txt,car,19549
21767,1442.txt,car,4399
21768,1442.txt,car,782
21769,1442.txt,car,26375
21770,1442.txt,car,875
21771,1442.txt,car,450
21772,1443.txt,per,774
21773,1443.txt,per,2232
21774,1443.txt,car,8352
21775,1443.txt,car,2412
21776,1443.txt,car,13377
21777,1443.txt,car,945
21778,1443.txt,car,468
21779,1444.txt,per,232
21780,1444.txt,per,645
21781,1444.txt,car,2301
21782,1444.txt,car,1512
21783,1444.txt,car,6834
21784,1444.txt,car,468
21785,1444.txt,car,1064
21786,1445.txt,car,3738
21787,1445.txt,car,1000
21788,1445.txt,car,4988
21789,1445.txt,car,513
21790,1445.txt,car,1240
21791,1445.txt,car,216
21792,1445.txt,per,232
21793,1445.txt,per,196
21794,1445.txt,car,540
21795,1446.txt,car,30000
21796,1446.txt,car,1598
21797,1446.txt,car,475
21798,1446.txt,car,4400
21799,1446.txt,car,726
21800,1446.txt,car,756
21801,1446.txt,car,320
21802,1447.txt,per,3298
21803,1447.txt,car,33048
21804,1447.txt,car,74480
21805,1447.txt,car,4212
21806,1447.txt,car,2255
21807,1447.txt,car,540
21808,1447.txt,car,368
21809,1447.txt,car,4278
21810,1447.txt,car,620
21811,1448.txt,car,87188
21812,1448.txt,car,4788
21813,1448.txt,car,621
21814,1448.txt,car,3535
21815,1448.txt,car,580
21816,1448.txt,car,26741
21817,1448.txt,car,6360
21818,1449.txt,car,81760
21819,1449.txt,car,5612
21820,1449.txt,car,7104
21821,1449.txt,car,571
21822,1449.txt,car,987
21823,1449.txt,car,7139
21824,1449.txt,car,23712
21825,145.txt,car,56144
21826,145.txt,car,1428
21827,1450.txt,car,70840
21828,1450.txt,car,5580
21829,1450.txt,car,16206
21830,1450.txt,car,2604
21831,1450.txt,car,23391
21832,1450.txt,car,7440
21833,1450.txt,tru,6868
21834,1451.txt,car,64874
21835,1451.txt,car,36869
21836,1451.txt,car,11544
21837,1451.txt,tru,5005
21838,1451.txt,car,23391
21839,1451.txt,car,7440
21840,1451.txt,car,3596
21841,1452.txt,car,146142
21842,1452.txt,car,70180
21843,1452.txt,car,64746
21844,1452.txt,tru,3696
21845,1453.txt,per,3838
21846,1453.txt,per,3168
21847,1453.txt,car,79326
21848,1453.txt,car,59249
21849,1453.txt,tru,1672
21850,1453.txt,car,5700
21851,1453.txt,car,23391
21852,1454.txt,car,42312
21853,1454.txt,per,4829
21854,1454.txt,car,7440
21855,1454.txt,car,23391
21856,1454.txt,car,79326
21857,1455.txt,car,35298
21858,1455.txt,car,4905
21859,1455.txt,car,7384
21860,1455.txt,per,2967
21861,1455.txt,car,6480
21862,1455.txt,car,23391
21863,1455.txt,car,79326
21864,1456.txt,car,7440
21865,1456.txt,car,23391
21866,1456.txt,per,2568
21867,1456.txt,car,34760
21868,1456.txt,tru,5376
21869,1456.txt,car,79326
21870,1457.txt,car,7440
21871,1457.txt,car,23391
21872,1457.txt,car,34980
21873,1457.txt,tru,24178
21874,1457.txt,per,2070
21875,1457.txt,car,79326
21876,1458.txt,car,7440
21877,1458.txt,car,34760
21878,1458.txt,tru,148122
21879,1458.txt,car,79326
21880,1459.txt,car,34980
21881,1459.txt,tru,288094
21882,1459.txt,car,79326
21883,1459.txt,car,5264
21884,146.txt,car,109136
21885,146.txt,car,1505
21886,1460.txt,car,792
21887,1460.txt,car,3850
21888,1460.txt,car,80352
21889,1460.txt,car,1271
21890,1460.txt,car,8320
21891,1460.txt,car,4003
21892,1460.txt,car,3920
21893,1460.txt,car,22365
21894,1460.txt,car,4545
21895,1460.txt,per,768
21896,1460.txt,per,1139
21897,1460.txt,car,2942
21898,1461.txt,bus,10010
21899,1461.txt,car,74016
21900,1461.txt,car,432
21901,1461.txt,car,1269
21902,1461.txt,car,460
21903,1461.txt,car,2296
21904,1461.txt,car,1887
21905,1461.txt,car,4070
21906,1461.txt,car,3060
21907,1461.txt,car,8342
21908,1461.txt,car,30627
21909,1462.txt,tru,8214
21910,1462.txt,bus,1749
21911,1462.txt,car,437
21912,1462.txt,car,1452
21913,1462.txt,car,2394
21914,1462.txt,car,1386
21915,1462.txt,car,2337
21916,1462.txt,car,6420
21917,1462.txt,car,29646
21918,1462.txt,car,67123
21919,1463.txt,car,11433
21920,1463.txt,car,67275
21921,1463.txt,bus,396
21922,1463.txt,tru,1643
21923,1463.txt,car,323
21924,1463.txt,car,1064
21925,1463.txt,car,1610
21926,1463.txt,car,812
21927,1463.txt,car,2160
21928,1463.txt,car,2905
21929,1463.txt,car,20503
21930,1464.txt,tru,391
21931,1464.txt,car,874
21932,1464.txt,car,2337
21933,1464.txt,car,9792
21934,1464.txt,car,81144
21935,1464.txt,car,252
21936,1464.txt,car,285
21937,1464.txt,car,289
21938,1464.txt,car,825
21939,1464.txt,car,1240
21940,1464.txt,car,594
21941,1464.txt,car,1776
21942,1464.txt,car,13098
21943,1464.txt,cyc,2852
21944,1464.txt,car,864
21945,1465.txt,bus,8450
21946,1465.txt,car,104596
21947,1465.txt,mot,4473
21948,1465.txt,tru,3384
21949,1465.txt,car,2911
21950,1465.txt,car,682
21951,1465.txt,car,360
21952,1465.txt,car,255
21953,1465.txt,car,690
21954,1465.txt,car,918
21955,1465.txt,car,1452
21956,1465.txt,car,1219
21957,1465.txt,car,7539
21958,1466.txt,car,97055
21959,1466.txt,car,340
21960,1466.txt,car,1065
21961,1466.txt,mot,925
21962,1466.txt,car,238
21963,1466.txt,car,594
21964,1466.txt,car,572
21965,1466.txt,car,738
21966,1466.txt,cyc,350
21967,1466.txt,car,1316
21968,1466.txt,car,3264
21969,1466.txt,per,754
21970,1466.txt,per,3196
21971,1466.txt,bus,3612
21972,1467.txt,car,492
21973,1467.txt,car,560
21974,1467.txt,car,98384
21975,1467.txt,car,555
21976,1467.txt,car,378
21977,1467.txt,car,220
21978,1467.txt,car,616
21979,1467.txt,bus,400
21980,1467.txt,car,705
21981,1467.txt,per,444
21982,1467.txt,per,585
21983,1467.txt,per,552
21984,1467.txt,per,1039
21985,1467.txt,car,555
21986,1467.txt,car,1258
21987,1467.txt,car,1044
21988,1468.txt,car,396
21989,1468.txt,car,363
21990,1468.txt,car,323
21991,1468.txt,car,192
21992,1468.txt,car,616
21993,1468.txt,car,402
21994,1468.txt,per,168
21995,1468.txt,per,175
21996,1468.txt,per,225
21997,1468.txt,per,310
21998,1468.txt,per,189
21999,1468.txt,car,1175
22000,1468.txt,car,1204
22001,1468.txt,car,1320
22002,1468.txt,per,1710
22003,1468.txt,car,1120
22004,1468.txt,bus,5704
22005,1468.txt,car,100464
22006,1469.txt,car,1029
22007,1469.txt,car,270
22008,1469.txt,car,204
22009,1469.txt,car,667
22010,1469.txt,per,352
22011,1469.txt,car,817
22012,1469.txt,car,684
22013,1469.txt,car,1421
22014,1469.txt,bus,6695
22015,1469.txt,car,98556
22016,147.txt,car,23976
22017,147.txt,car,1584
22018,147.txt,car,28072
22019,147.txt,car,300
22020,1470.txt,car,306
22021,1470.txt,car,233
22022,1470.txt,car,696
22023,1470.txt,car,80005
22024,1470.txt,bus,4841
22025,1470.txt,car,836
22026,1470.txt,car,680
22027,1470.txt,per,1470
22028,1470.txt,per,1950
22029,1470.txt,car,405
22030,1470.txt,car,4898
22031,1471.txt,car,4200
22032,1471.txt,car,59569
22033,1471.txt,car,270
22034,1471.txt,car,181
22035,1471.txt,car,672
22036,1471.txt,per,370
22037,1471.txt,per,420
22038,1471.txt,bus,3230
22039,1471.txt,car,588
22040,1471.txt,car,468
22041,1471.txt,car,2303
